,sentiment_scores,times
74,"[0.0, 0.0, 0.0, 0.0, 0.0]",2007-02-12
75,"[-0.26981416794757207, 0.1112557782067193]",2007-02-15
76,"[0.0, 0.0, 0.0]",2007-02-16
77,[0.0],2007-02-20
78,[0.0],2007-02-21
79,[0.0],2007-02-22
80,[0.0],2007-02-23
81,"[0.0, 0.0, 0.0, 0.0, 0.0]",2007-02-27
82,"[0.0, 0.0]",2007-02-28
83,[0.0],2007-03-01
84,"[0.0, -0.14843807268416745]",2007-03-02
85,"[0.0, 0.0]",2007-03-05
86,"[0.0, 0.0]",2007-03-06
87,"[0.0, 0.0, 0.0]",2007-03-07
88,"[0.0, 0.0, 0.0, 0.3235882484984255, 0.0, 0.0, 0.0]",2007-03-08
89,[0.0],2007-03-09
90,"[0.0, 0.0]",2007-03-12
91,[0.0],2007-03-13
92,[0.0],2007-03-14
93,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2007-03-15
94,[0.0],2007-03-16
95,[0.0],2007-03-18
96,[0.0],2007-03-19
97,"[0.0, 0.0]",2007-03-20
98,"[0.0, 0.0, 0.0, 0.0, 0.0]",2007-03-21
99,"[0.0, 0.0, 0.0, 0.0]",2007-03-22
100,[0.0],2007-03-23
101,"[0.0, 0.0, 0.0]",2007-03-26
102,"[0.0, 0.0]",2007-03-27
103,"[0.0, 0.0]",2007-03-28
104,"[0.0, 0.26097202222598226, 0.0, 0.0, 0.0, 0.0, 0.0]",2007-03-29
105,"[0.0, 0.0, 0.0]",2007-03-30
106,[0.19518328312807862],2007-04-02
107,"[0.0, 0.0]",2007-04-03
108,"[0.0, 0.0]",2007-04-04
109,"[0.0, 0.0]",2007-04-05
110,[0.0],2007-04-06
111,"[0.0, 0.0, 0.0]",2007-04-11
112,"[0.0, 0.0]",2007-04-12
113,[0.0],2007-04-13
114,[0.0],2007-04-16
115,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2007-04-17
116,"[0.0, 0.0, 0.0, 0.0]",2007-04-18
117,[0.0],2007-04-21
118,"[0.0, 0.0]",2007-04-23
119,"[0.0, 0.0, 0.0]",2007-04-24
120,"[0.0, 0.0]",2007-04-25
121,[0.0],2007-04-26
122,"[0.0, 0.0, 0.0, 0.0]",2007-04-27
123,[0.0],2007-05-01
124,[0.0],2007-05-02
125,"[0.0, 0.0, 0.0, 0.0]",2007-05-03
126,"[0.0, 0.0]",2007-05-04
127,"[0.0, 0.0, 0.0]",2007-05-07
128,[0.0],2007-05-08
129,"[0.0, 0.0, 0.0]",2007-05-09
130,[0.0],2007-05-11
131,[0.0],2007-05-13
132,[0.0],2007-05-14
133,[0.0],2007-05-15
134,[0.0],2007-05-16
135,"[0.6108774150226518, 0.0, 0.0]",2007-05-17
136,"[0.0, 0.0]",2007-05-18
137,[0.0],2007-05-21
138,"[0.0, 0.0]",2007-05-23
139,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2007-05-24
140,"[0.0, 0.0]",2007-05-25
141,[0.0],2007-05-28
142,"[0.0, 0.0, 0.0, 0.0]",2007-05-29
143,"[0.0, 0.0]",2007-05-30
144,"[0.0, -0.030635931567103244, -0.06702059076696835, 0.0, 0.0]",2007-05-31
145,"[0.0, 0.0, 0.0]",2007-06-01
146,"[-0.12338897943917938, 0.0]",2007-06-04
147,"[0.0, 0.0]",2007-06-05
148,[0.0],2007-06-07
149,[0.0],2007-06-08
150,[0.0],2007-06-10
151,"[0.0, 0.0, 0.0, 0.0]",2007-06-11
152,[0.0],2007-06-12
153,"[0.0, 0.0, 0.0]",2007-06-14
154,[0.0],2007-06-16
155,[0.0],2007-06-17
156,[0.0],2007-06-19
157,"[0.0, 0.5464085733809438, 0.13075289456617264, 0.0]",2007-06-20
158,"[0.0, 0.0, -0.3087413010296521, 0.0, 0.0]",2007-06-21
159,"[0.0, 0.0, 0.0]",2007-06-22
160,[0.0],2007-06-23
161,[0.0],2007-06-26
162,"[0.0, 0.0]",2007-06-27
163,"[0.0, 0.0]",2007-06-29
164,[0.0],2007-07-02
165,[0.0],2007-07-03
166,[0.0],2007-07-06
167,[0.0],2007-07-09
168,"[0.0, 0.0]",2007-07-10
169,[0.0],2007-07-11
170,"[0.0, 0.0]",2007-07-12
171,"[0.0, 0.0]",2007-07-13
172,[0.0],2007-07-14
173,[0.0],2007-07-16
174,[0.0],2007-07-17
175,"[0.13818045117576577, 0.3732695890112398]",2007-07-18
176,"[0.21114507467626667, 0.0, 0.0, 0.0, 0.0, 0.10508841357633031, 0.0]",2007-07-20
177,[0.0],2007-07-23
178,"[0.0, 0.0, 0.0, -0.11042518108889235]",2007-07-24
179,[0.0],2007-07-25
180,"[0.11076408610004172, 0.0]",2007-07-26
181,"[0.0, 0.0]",2007-07-27
182,"[0.0, 0.0]",2007-07-31
183,[0.15541595416204673],2007-08-01
184,"[0.0, 0.0, 0.0, 0.0, 0.0]",2007-08-02
185,"[0.0, 0.0, 0.16106206029314116]",2007-08-03
186,[0.0],2007-08-06
187,[0.0],2007-08-07
188,"[0.0, 0.0, 0.0, 0.07241624906711289]",2007-08-09
189,"[0.0, -0.1959516690972963, 0.0]",2007-08-10
190,"[0.0, 0.0, 0.0]",2007-08-13
191,"[0.0, 0.0]",2007-08-14
192,"[0.0, 0.13152007098611632]",2007-08-16
193,"[0.0, 0.0, -0.27209599635016596]",2007-08-17
194,"[0.0, 0.0]",2007-08-20
195,[0.0],2007-08-21
196,[0.0],2007-08-23
197,"[0.0, 0.0]",2007-08-24
198,[0.0],2007-08-26
199,"[0.0, 0.0, 0.0, 0.0]",2007-08-27
200,"[-0.19583486501782935, 0.0]",2007-08-28
201,[0.0],2007-08-30
202,[0.2064951722541552],2007-08-31
203,"[0.0, 0.0, 0.0]",2007-09-03
204,"[0.0, 0.0, 0.0]",2007-09-04
205,"[0.0, 0.0]",2007-09-05
206,[0.0],2007-09-06
207,"[0.0, 0.0]",2007-09-07
208,[0.0],2007-09-10
209,"[0.0, 0.0, 0.0]",2007-09-11
210,"[0.0, 0.0, 0.0, 0.0]",2007-09-12
211,"[0.0, 0.0, 0.0]",2007-09-13
212,"[0.0, 0.0]",2007-09-14
213,[0.0],2007-09-17
214,[0.0],2007-09-18
215,"[0.0, 0.0, 0.0]",2007-09-19
216,"[0.0, 0.0, 0.0, 0.0]",2007-09-20
217,[0.0],2007-09-21
218,"[0.0, 0.0]",2007-09-24
219,"[0.0, 0.0]",2007-09-26
220,"[0.0, 0.0]",2007-09-27
221,"[0.0, 0.0]",2007-09-28
222,[0.0],2007-10-02
223,"[0.0, 0.0, 0.0]",2007-10-03
224,"[0.0, 0.0, 0.0]",2007-10-04
225,[0.0],2007-10-08
226,"[0.0, 0.0, 0.0]",2007-10-09
227,"[0.0, 0.0]",2007-10-11
228,"[0.12074118113454854, 0.0]",2007-10-12
229,[0.0],2007-10-15
230,"[0.0, 0.39593298953223693, 0.0, 0.0, 0.0, 0.0]",2007-10-16
231,"[0.0, 0.0]",2007-10-17
232,"[0.0, 0.0]",2007-10-18
233,"[0.0, 0.0, 0.21417308577746477, 0.0]",2007-10-19
234,"[0.0, 0.0, 0.0]",2007-10-22
235,"[0.0, 0.0]",2007-10-23
236,"[0.0, 0.0]",2007-10-25
237,[0.0],2007-10-27
238,[0.19210228674927413],2007-10-30
239,"[0.25168848037719727, 0.0, 0.0, 0.0, 0.0, 0.0]",2007-11-01
240,[0.0],2007-11-02
241,"[0.0, 0.0, 0.0]",2007-11-05
242,"[0.0, 0.0, 0.0, 0.0]",2007-11-06
243,"[0.0, -0.20526687304178873, 0.0]",2007-11-07
244,"[0.0, 0.0]",2007-11-08
245,"[0.0, 0.0]",2007-11-09
246,"[0.0, 0.0, 0.0]",2007-11-12
247,"[0.0, 0.0]",2007-11-13
248,[0.0],2007-11-14
249,"[0.0, 0.0, 0.0]",2007-11-15
250,[0.0],2007-11-16
251,"[0.0, 0.2522384798544744, 0.0, -0.29761428850424754, 0.0]",2007-11-19
252,[0.0],2007-11-20
253,[0.0],2007-11-23
254,"[0.0, 0.0]",2007-11-26
255,"[-0.20164266082930926, 0.0]",2007-11-27
256,[0.0],2007-11-28
257,"[0.0, 0.0, 0.0, 0.0]",2007-11-29
258,"[0.0, 0.0]",2007-11-30
259,"[0.0, 0.0]",2007-12-04
260,"[0.0, 0.0]",2007-12-05
261,"[0.0, 0.0]",2007-12-06
262,"[0.0, 0.0]",2007-12-07
263,[0.0],2007-12-08
264,[0.0],2007-12-10
265,[0.0],2007-12-11
266,[0.0],2007-12-12
267,"[0.0, 0.0]",2007-12-13
268,"[0.0, 0.0]",2007-12-14
269,"[0.0, 0.0]",2007-12-17
270,[0.0],2007-12-18
271,[0.0],2007-12-20
272,[0.0],2007-12-21
273,[0.0],2007-12-26
274,"[0.0, 0.0]",2007-12-27
275,"[0.0, 0.0]",2007-12-28
276,[0.0],2007-12-31
277,[0.0],2008-01-02
278,[0.0],2008-01-03
279,"[0.0, 0.0]",2008-01-04
280,[0.0],2008-01-07
281,[0.0],2008-01-08
282,[0.0],2008-01-11
283,[0.0],2008-01-14
284,[0.0],2008-01-15
285,"[0.0, 0.0, 0.0]",2008-01-16
286,[0.0],2008-01-17
287,"[0.0, 0.0, 0.5543145537376404]",2008-01-18
288,[-0.42615413827838494],2008-01-19
289,[0.0],2008-01-20
290,[0.0],2008-01-21
291,"[0.0, 0.0, 0.0, 0.0]",2008-01-22
292,"[0.0, 0.0, 0.0, 0.0]",2008-01-23
293,"[0.0, 0.0, 0.0, 0.0, 0.0]",2008-01-24
294,"[0.0, 0.0, 0.0]",2008-01-25
295,[0.0],2008-01-29
296,[0.0],2008-01-30
297,"[0.2956383897198571, 0.0, 0.0, 0.0]",2008-01-31
298,"[0.0, 0.15936531725420447]",2008-02-01
299,[0.0],2008-02-04
300,"[0.0, 0.0]",2008-02-05
301,"[0.0, 0.0]",2008-02-06
302,"[0.0, 0.0, 0.0]",2008-02-07
303,"[0.0, 0.0]",2008-02-11
304,[0.0],2008-02-12
305,"[0.0, 0.0, 0.0, 0.0]",2008-02-13
306,"[0.0, 0.0, 0.0]",2008-02-14
307,[0.0],2008-02-15
308,"[0.0, 0.0]",2008-02-18
309,"[0.0, 0.0, 0.0]",2008-02-19
310,"[0.0, 0.0, 0.0]",2008-02-20
311,[0.0],2008-02-21
312,"[0.0, 0.0478231705693756]",2008-02-22
313,"[0.0, 0.0]",2008-02-25
314,"[0.0, 0.0, 0.0]",2008-02-26
315,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2008-02-27
316,"[0.0, 0.0, 0.0, 0.0, 0.0]",2008-02-28
317,"[0.0, 0.0, 0.0, 0.0]",2008-02-29
318,"[0.0, 0.0]",2008-03-03
319,"[0.0, 0.0]",2008-03-04
320,"[0.0, 0.0, 0.0, 0.0]",2008-03-05
321,"[0.35154400392012164, 0.0]",2008-03-06
322,"[0.0, 0.0, 0.0, 0.0]",2008-03-07
323,[0.0],2008-03-09
324,[0.0],2008-03-12
325,"[-0.05602958104381823, 0.0]",2008-03-14
326,[0.0],2008-03-17
327,[0.0],2008-03-18
328,[0.0],2008-03-19
329,"[0.0, 0.0]",2008-03-20
330,[0.0],2008-03-21
331,[0.0],2008-03-24
332,"[0.0, 0.4321283809122743]",2008-03-25
333,[0.0],2008-03-26
334,[0.0],2008-03-28
335,[0.0],2008-03-31
336,"[0.17870195054110125, 0.0]",2008-04-01
337,"[0.0, 0.0, 0.0]",2008-04-03
338,[0.0],2008-04-07
339,"[0.0, 0.0]",2008-04-08
340,"[0.0, 0.0, 0.0, 0.0]",2008-04-14
341,"[0.0, 0.0]",2008-04-15
342,[0.0],2008-04-17
343,"[0.0, 0.0, 0.0, 0.0]",2008-04-18
344,"[0.0, 0.0, 0.0, 0.0]",2008-04-21
345,[0.0],2008-04-22
346,"[0.0, 0.0, 0.0, 0.0]",2008-04-23
347,"[0.0, 0.0, 0.0]",2008-04-25
348,[0.0],2008-04-26
349,[0.0],2008-04-27
350,"[0.2972806903476618, 0.0, 0.0]",2008-04-28
351,"[0.0, 0.14156740154895484, 0.0, 0.0]",2008-04-29
352,"[0.0, 0.0, 0.0]",2008-04-30
353,[0.0],2008-05-01
354,[0.0],2008-05-02
355,[0.0],2008-05-05
356,[0.0],2008-05-07
357,"[0.0, 0.0, 0.0]",2008-05-08
358,[0.0],2008-05-09
359,"[0.0, 0.0]",2008-05-12
360,[0.0],2008-05-13
361,[0.0],2008-05-15
362,[0.0],2008-05-20
363,[0.0],2008-05-29
364,[0.0],2008-05-30
365,"[0.0, 0.0, 0.0]",2008-06-04
366,[0.0],2008-06-10
367,[0.0],2008-06-11
368,[0.0],2008-06-27
369,[0.0],2008-08-06
370,"[0.0, 0.0]",2008-08-13
371,[0.0],2008-08-27
372,[0.0],2008-09-05
373,[0.24215963686680397],2008-09-08
374,[0.0],2008-09-09
375,[0.0],2008-09-10
376,[0.0],2008-09-12
377,[0.1751572326694369],2008-09-25
378,[0.0],2008-09-29
379,[0.0],2008-09-30
380,[0.0],2008-10-01
381,[0.0],2008-10-02
382,[-0.20487416931428015],2008-10-03
383,[0.0],2008-10-08
384,[0.0],2008-10-09
385,[0.0],2008-10-15
386,"[0.0, 0.0]",2008-10-21
387,[0.0],2008-10-22
388,[0.0],2008-10-28
389,[0.0],2008-11-05
390,[0.0],2008-11-06
391,"[0.0, 0.0]",2008-11-12
392,[0.0],2008-11-17
393,"[0.0, 0.0, 0.0]",2008-11-20
394,[0.0],2008-11-21
395,[0.0],2008-11-25
396,[0.0],2008-11-26
397,[0.0],2008-11-28
398,[0.0],2008-12-01
399,[0.0],2008-12-04
400,[0.0],2008-12-08
401,"[0.0, 0.0]",2008-12-10
402,[0.0],2008-12-12
403,"[0.0, 0.4165940939467115]",2008-12-15
404,"[0.0, 0.0]",2008-12-23
405,[0.4850184799676918],2008-12-29
406,[0.0],2009-01-02
407,"[0.0, 0.0]",2009-01-05
408,"[0.0, 0.0]",2009-01-06
409,[0.0],2009-01-07
410,"[0.0, 0.0, 0.0]",2009-01-09
411,[0.0],2009-01-10
412,[0.0],2009-01-12
413,[0.0],2009-01-14
414,"[0.0, 0.0]",2009-01-17
415,"[0.0, 0.0, 0.0]",2009-01-20
416,[0.0],2009-01-21
417,[0.0],2009-01-22
418,[0.0],2009-01-24
419,"[0.0, 0.0]",2009-01-26
420,[0.0],2009-01-30
421,[0.1624350129556255],2009-02-01
422,[-0.14139329925660163],2009-02-03
423,[0.0],2009-02-06
424,[0.0],2009-02-11
425,[0.0],2009-02-16
426,[-0.32854797828463866],2009-02-17
427,[0.6185685992240906],2009-02-18
428,[0.0],2009-02-19
429,[0.23149927743931406],2009-02-20
430,"[0.0, 0.0]",2009-02-23
431,[0.0],2009-02-24
432,"[0.29431306748163133, 0.0, 0.0]",2009-02-25
433,"[0.0, 0.0]",2009-02-26
434,[0.0],2009-03-03
435,[0.0],2009-03-04
436,"[0.34039217540898276, 0.0]",2009-03-11
437,[0.0],2009-03-12
438,"[0.0, 0.0]",2009-03-16
439,"[0.0, 0.0]",2009-03-18
440,[0.0],2009-03-19
441,[0.05726815511782964],2009-03-24
442,"[0.0, 0.0]",2009-03-25
443,"[0.0, 0.0, 0.0]",2009-03-30
444,"[0.2832344108727631, 0.0]",2009-03-31
445,[0.0],2009-04-01
446,[0.0],2009-04-07
447,"[0.0, 0.3857574208750462]",2009-04-08
448,[0.0],2009-04-09
449,[0.0],2009-04-14
450,[0.0],2009-04-15
451,"[0.0, 0.0, 0.0]",2009-04-16
452,[0.0],2009-04-18
453,"[0.0, 0.0]",2009-04-20
454,"[0.0, 0.0]",2009-04-21
455,"[-0.15495456915197622, 0.0, 0.3355679416863045]",2009-04-22
456,"[0.0, 0.0, 0.0]",2009-04-23
457,"[0.0, 0.2629255010654917]",2009-04-24
458,[0.0],2009-04-25
459,[0.33004927520568555],2009-04-29
460,"[0.0, 0.03354807902401813]",2009-05-04
461,[0.0],2009-05-07
462,[0.7523221898745823],2009-05-08
463,"[0.0, 0.0, 0.0]",2009-05-11
464,[0.0],2009-05-12
465,[0.0],2009-05-13
466,"[0.0, 0.0]",2009-05-14
467,[-0.07696634877926459],2009-05-17
468,[0.0],2009-05-18
469,"[0.0, 0.0, 0.0]",2009-05-19
470,[0.43807688205041617],2009-05-20
471,"[0.0, 0.0]",2009-05-21
472,[0.0],2009-05-25
473,[-0.32296071382129893],2009-05-26
474,"[0.0, 0.0]",2009-05-27
475,[0.0],2009-05-29
476,"[0.027976198832938486, 0.0, 0.0]",2009-06-01
477,"[-0.18387850635917857, 0.0]",2009-06-02
478,"[-0.2515168219316201, 0.0]",2009-06-04
479,[0.0],2009-06-08
480,"[0.0, 0.2352323970860905]",2009-06-10
481,[0.0],2009-06-12
482,"[0.0, 0.0, 0.0, 0.0]",2009-06-15
483,[-0.24365265377156145],2009-06-16
484,[-0.19849472497719514],2009-06-18
485,"[0.0, 0.0, 0.0]",2009-06-19
486,"[0.0, 0.0]",2009-06-24
487,[0.0],2009-06-26
488,"[0.0, 0.0]",2009-06-29
489,"[0.0, 0.0]",2009-06-30
490,[-0.47821524961442136],2009-07-08
491,[0.0],2009-07-09
492,"[0.2030353840083292, 0.0]",2009-07-13
493,[0.0],2009-07-15
494,"[0.0, 0.0]",2009-07-16
495,[-0.33235120162731263],2009-07-21
496,"[-0.4754147483070544, 0.0, 0.0]",2009-07-27
497,[0.0],2009-07-28
498,[0.0],2009-07-29
499,[0.0],2009-07-30
500,"[0.0, 0.0]",2009-07-31
501,[0.0],2009-08-03
502,"[0.0, 0.0]",2009-08-04
503,[0.0],2009-08-06
504,"[-0.23252598339008995, 0.0, 0.0]",2009-08-11
505,[-0.1994934502274099],2009-08-17
506,"[0.0, 0.0]",2009-08-18
507,[-0.3102243107693796],2009-08-21
508,"[-0.21205853442756498, 0.0]",2009-08-24
509,[0.0],2009-08-26
510,[0.08618393830874337],2009-08-27
511,"[0.0, -0.16653786686559519]",2009-08-31
512,[0.0],2009-09-01
513,[0.0],2009-09-03
514,"[0.0, 0.3013751209607745]",2009-09-04
515,[0.0],2009-09-08
516,"[0.0, -0.16118029077805837, 0.0, 0.0]",2009-09-09
517,"[0.0, 0.5413255865537523, 0.0]",2009-09-11
518,"[0.0, 0.0, 0.0, 0.0]",2009-09-15
519,[0.0],2009-09-16
520,"[0.0, 0.0, 0.0, -0.25995989138139164, 0.0]",2009-09-17
521,[0.0],2009-09-22
522,"[0.0, 0.0, 0.0]",2009-09-23
523,[-0.07689171826758352],2009-09-24
524,[0.0],2009-09-28
525,"[0.0, 0.0]",2009-09-30
526,"[0.0, 0.0]",2009-10-01
527,[0.0],2009-10-02
528,"[0.0, -0.2472713247112844, -0.4408190463905904]",2009-10-05
529,"[0.0, 0.0, 0.0]",2009-10-07
530,[0.0],2009-10-08
531,[0.0],2009-10-11
532,[0.3262597702575021],2009-10-12
533,[0.0],2009-10-13
534,[0.0],2009-10-14
535,"[0.0, 0.0, -0.21253567492727263, 0.0]",2009-10-15
536,"[0.0, 0.0]",2009-10-19
537,[0.0],2009-10-20
538,[-0.2370874258188101],2009-10-28
539,"[0.0, 0.0]",2009-10-29
540,"[0.2239074084104276, 0.2726935890361006]",2009-10-30
541,"[0.6742840616058403, 0.0]",2009-11-02
542,"[0.0, 0.0, 0.0, 0.0, 0.0]",2009-11-03
543,"[0.0, 0.0, 0.0, 0.3379388258147698]",2009-11-05
544,[0.0],2009-11-06
545,[0.0],2009-11-09
546,[0.0],2009-11-10
547,"[0.0, 0.0]",2009-11-12
548,[0.0],2009-11-13
549,"[0.0, 0.0]",2009-11-15
550,"[-0.20385052617547547, 0.0]",2009-11-16
551,"[0.0, 0.0]",2009-11-17
552,"[0.0, 0.0]",2009-11-18
553,"[0.0, 0.0]",2009-11-19
554,"[0.0, 0.0]",2009-11-20
555,[0.0],2009-11-24
556,"[0.0, 0.0]",2009-11-25
557,"[0.0, 0.0]",2009-11-29
558,"[-0.23100535044208967, 0.0, 0.0]",2009-12-01
559,"[-0.39282505929224776, 0.0, 0.0, 0.0]",2009-12-03
560,"[0.0, 0.0, -0.22571497394832013]",2009-12-06
561,"[-0.26034463522234935, 0.0, 0.0]",2009-12-07
562,[0.0],2009-12-08
563,"[-0.24389235236159032, 0.0, -0.18771909954357732]",2009-12-09
564,"[0.0, 0.0, 0.0, 0.0]",2009-12-10
565,"[0.0, 0.0]",2009-12-11
566,"[-0.23621445797375712, 0.0]",2009-12-13
567,"[0.0, -0.21014625050367847, 0.0]",2009-12-14
568,[0.0],2009-12-15
569,[0.0],2009-12-16
570,"[-0.2633228481287692, 0.0, 0.0, 0.0, 0.0, 0.0]",2009-12-17
571,"[0.0, 0.0, -0.44108352076548796]",2009-12-20
572,"[0.0, 0.1813420085736345, 0.0, 0.0, 0.0]",2009-12-21
573,[-0.3938937630466037],2009-12-22
574,"[0.0, 0.0]",2009-12-23
575,"[0.0, 0.0]",2009-12-27
576,"[0.0, 0.0]",2009-12-28
577,"[-0.2181515800387281, 0.0]",2009-12-29
578,"[-0.13525312578786236, -0.17864861069841587]",2009-12-30
579,[0.4249309333951998],2009-12-31
580,"[0.0, 0.0, 0.0]",2010-01-03
581,"[0.0, 0.0, -0.3839547695765233]",2010-01-04
582,"[0.7980306148529053, 0.0]",2010-01-05
583,[0.0],2010-01-06
584,"[0.0, -0.3832650060084329, 0.0, 0.0, -0.2401289998907576]",2010-01-07
585,[0.0],2010-01-08
586,"[0.0, 0.0, -0.131892722325037]",2010-01-10
587,"[0.23354064384540477, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2143400096140956, 0.0]",2010-01-11
588,"[0.0, 0.0]",2010-01-12
589,"[0.0, 0.0, 0.0]",2010-01-13
590,"[0.4534795678257309, 0.39807975891582126, 0.0, 0.0]",2010-01-14
591,[0.0],2010-01-15
592,[0.0],2010-01-17
593,"[0.0, 0.05073898547404521, 0.30077683229111096, 0.0, -0.11322261157788728]",2010-01-18
594,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.26159426165065436, 0.0, 0.0]",2010-01-19
595,"[-0.316394357363843, 0.0, -0.19999473816964905, 0.0]",2010-01-20
596,"[0.0, 0.0, 0.0, 0.0]",2010-01-21
597,"[-0.1339279824779147, 0.0]",2010-01-22
598,"[0.0, 0.0, 0.0, -0.2726911134176555]",2010-01-24
599,"[0.0, -0.17430647630379795, -0.15302175625716105, 0.0, 0.0]",2010-01-25
600,"[0.0, 0.0, 0.0, 0.28682899475097656]",2010-01-26
601,"[0.0, 0.0, 0.46097925600439016, 0.0, -0.20226923234623634, 0.0, 0.0]",2010-01-27
602,"[0.36664884823548477, 0.0, 0.0, -0.2792652184673846, 0.0, 0.0, 0.0]",2010-01-28
603,"[0.0, 0.4509206755694912]",2010-01-29
604,"[0.0, 0.0, 0.0]",2010-01-31
605,"[0.0, 0.22123437281229988, -0.10782041568909922, 0.27307572662830354]",2010-02-01
606,"[-0.4157225755150713, 0.0, 0.0]",2010-02-02
607,"[0.0, 0.0, -0.32202054867668756, 0.0, 0.0, 0.0]",2010-02-03
608,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23159753873822853, -0.11888522595765094]",2010-02-04
609,[0.0],2010-02-05
610,"[0.0, 0.0, -0.33939442315136337, 0.0, 0.0]",2010-02-07
611,"[0.0, 0.0, -0.20827139042686468, 0.0, 0.0, 0.0, -0.44083505139324836, 0.0]",2010-02-08
612,"[0.0, 0.0, 0.0, 0.0, 0.6771358628662265, 0.0, 0.0, 0.0]",2010-02-10
613,"[-0.18949018237856746, 0.0, 0.0, 0.0, 0.0, -0.08289020878451688]",2010-02-11
614,[0.0],2010-02-12
615,"[0.0, 0.0]",2010-02-14
616,"[0.3344603546950371, 0.0, -0.4184700730111864, 0.0, -0.18979856416717575, 0.0, -0.11317519245457483]",2010-02-15
617,"[0.0, 0.0, -0.09621050051592905, 0.0, -0.1282325621600555, 0.0, 0.0, 0.0]",2010-02-16
618,"[0.0, 0.0, 0.0, 0.0, 0.0]",2010-02-17
619,"[0.0, 0.0, 0.0, -0.134795301100787, 0.16342385605914597, 0.337280026820807, 0.0, -0.419081709456683]",2010-02-18
620,"[0.0, 0.0, 0.3267384681862064]",2010-02-19
621,"[0.0, -0.13274204616363233, 0.0, 0.7182461609840393, -0.2879957927177051]",2010-02-21
622,"[-0.17612223745520558, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2010-02-22
