,sentiment_scores,times
111,"[0.9144810438156128, 0.0, 0.0]",2007-04-11
112,"[0.0, 0.0]",2007-04-12
113,[0.9432796986632537],2007-04-13
114,[0.6495439687332549],2007-04-16
115,"[0.0, 0.0, 0.991030068397522, 0.5914391951802176, 0.0, 0.0]",2007-04-17
116,"[0.0, 0.7062498742136462, 0.39885553494682463, 0.5139770094777497]",2007-04-18
117,[0.0],2007-04-21
118,"[0.9985638149082661, 0.0]",2007-04-23
119,"[0.0, 0.0, 0.0]",2007-04-24
120,"[-0.6480328788487648, 0.0]",2007-04-25
121,[0.0],2007-04-26
122,"[0.0, -0.15297643530486835, 0.0, 0.5152859535114265]",2007-04-27
123,[0.7322602959464835],2007-05-01
124,[0.0],2007-05-02
125,"[0.0, -0.36547838160135215, 0.0, 0.5672593898094549]",2007-05-03
126,"[0.0, 0.0]",2007-05-04
127,"[0.1482443615447643, 0.0, 0.0]",2007-05-07
128,[-0.11322231011603055],2007-05-08
129,"[0.0, 0.0, 0.0]",2007-05-09
130,[0.0],2007-05-11
131,[0.0],2007-05-13
132,[0.0],2007-05-14
133,[0.0],2007-05-15
134,[0.0],2007-05-16
135,"[0.9409745880759258, 0.0, 0.0]",2007-05-17
136,"[0.0, 0.17670926599491563]",2007-05-18
137,[0.22494090482592582],2007-05-21
138,"[0.9992807507514954, 0.0]",2007-05-23
139,"[0.0, 0.0, 0.0, 0.8764690160751343, 0.0, 0.0]",2007-05-24
140,"[0.0, 0.0]",2007-05-25
141,[0.0],2007-05-28
142,"[0.7724180817604065, 0.3116682357616253, 0.0, 0.5782436106515967]",2007-05-29
143,"[0.9412596794537136, 0.28950985524449413]",2007-05-30
144,"[0.9983515329148671, 0.0, 0.0, 0.0, 0.0]",2007-05-31
145,"[-0.11823443805234715, 0.0, 0.0]",2007-06-01
146,"[0.01049225753693193, 0.0]",2007-06-04
147,"[0.0, 0.0]",2007-06-05
148,[0.9582722783088684],2007-06-07
149,[-0.5452689528465271],2007-06-08
150,[0.0],2007-06-10
151,"[0.0, 0.0, 0.0, 0.0]",2007-06-11
152,[0.0],2007-06-12
153,"[0.0, 0.0, 0.0]",2007-06-14
154,[0.0],2007-06-16
155,[0.0],2007-06-17
156,[0.0],2007-06-19
157,"[0.0, 0.9199820584585877, 0.23333208163579305, 0.25707157968350175]",2007-06-20
158,"[0.0, 0.0, -0.4983823059915422, 0.09619325814472932, -0.5936101078987122]",2007-06-21
159,"[0.0, 0.0, 0.0]",2007-06-22
160,[0.0],2007-06-23
161,[0.0],2007-06-26
162,"[0.0, 0.0]",2007-06-27
163,"[0.0, -0.7104580998420715]",2007-06-29
164,[0.0],2007-07-02
165,[0.0],2007-07-03
166,[0.868016202290521],2007-07-06
167,[0.0],2007-07-09
168,"[0.0, 0.0]",2007-07-10
169,[0.4947187879192295],2007-07-11
170,"[-0.5561506746070726, 0.0]",2007-07-12
171,"[0.0, 0.0]",2007-07-13
172,[0.0],2007-07-14
173,[0.0],2007-07-16
174,[0.8520005917800763],2007-07-17
175,"[0.0, 0.5095763571874392]",2007-07-18
176,"[0.22824818367580715, 0.7026640941327977, 0.0, 0.0, 0.0, 0.25280097717576255, 0.0]",2007-07-20
177,[0.0],2007-07-23
178,"[0.0, -0.18640689245132797, 0.0, 0.0]",2007-07-24
179,[0.0],2007-07-25
180,"[0.9997217122108403, 0.0]",2007-07-26
181,"[-0.30616689453253876, 0.0]",2007-07-27
182,"[-0.7748392435637388, 0.0]",2007-07-31
183,[0.6302917475773417],2007-08-01
184,"[0.9891314515187037, -0.5879521698643816, 0.0, -0.2646588890874473, 0.5075337412824189]",2007-08-02
185,"[0.0, 0.9897167796041907, 0.3287614040874403]",2007-08-03
186,[0.9701261933772795],2007-08-06
187,[0.9976576566696167],2007-08-07
188,"[0.0, -0.36191433144413776, 0.9999073036853033, 0.26764862373245224]",2007-08-09
189,"[-0.22834474164949553, 0.0, -0.9269852042198181]",2007-08-10
190,"[0.0, -0.6590203227165466, 0.0]",2007-08-13
191,"[0.0, 0.0]",2007-08-14
192,"[0.9999887943267822, -0.09241524712952305]",2007-08-16
193,"[0.0, 0.0, -0.9944598653900948]",2007-08-17
194,"[0.0, 0.9961372017860413]",2007-08-20
195,[0.8320181186257656],2007-08-21
196,[-0.9251032322645187],2007-08-23
197,"[0.0, 0.0]",2007-08-24
198,[0.0],2007-08-26
199,"[0.18598482012748718, -0.10396741935365712, 0.0, 0.0]",2007-08-27
200,"[0.0, 0.0]",2007-08-28
201,[-0.2577900738398856],2007-08-30
202,[0.0],2007-08-31
203,"[0.0, 0.8520414741846403, 0.0]",2007-09-03
204,"[0.0, 0.0, 0.0]",2007-09-04
205,"[0.0, -0.37330638647540626]",2007-09-05
206,[0.0],2007-09-06
207,"[0.0, -0.5208989942567588]",2007-09-07
208,[0.3591895566403287],2007-09-10
209,"[0.0, 0.0, 0.0]",2007-09-11
210,"[0.0, 0.0, 0.0, 0.0]",2007-09-12
211,"[0.8175570705552091, 0.0, 0.27990488015212023]",2007-09-13
212,"[0.0, 0.0]",2007-09-14
213,[0.0],2007-09-17
214,[0.0],2007-09-18
215,"[0.0, 0.0, 0.0]",2007-09-19
216,"[0.0, 0.0, 0.668331555977553, 0.0]",2007-09-20
217,[0.0],2007-09-21
218,"[-0.6563605176868723, 0.0]",2007-09-24
219,"[0.5835497271336482, 0.0]",2007-09-26
220,"[0.2671086748342703, 0.0]",2007-09-27
221,"[0.0, 0.0]",2007-09-28
222,[0.0],2007-10-02
223,"[0.0, 0.0, 0.0]",2007-10-03
224,"[0.0, 0.0, -0.9997628331184387]",2007-10-04
225,[-0.9197658896446228],2007-10-08
226,"[0.0, 0.0, 0.0]",2007-10-09
227,"[0.0, 0.030516522621822195]",2007-10-11
228,"[0.0, 0.598591451915048]",2007-10-12
229,[0.0],2007-10-15
230,"[0.0, 0.4874635539679142, 0.0, 0.0, 0.0, 0.0]",2007-10-16
231,"[0.0, -0.5256931647825777]",2007-10-17
232,"[-0.5060339543532697, -0.7658833265304565]",2007-10-18
233,"[0.19782079383730888, 0.0, 0.2904427646297695, 0.0]",2007-10-19
234,"[0.0, -0.45685668521014994, 0.0]",2007-10-22
235,"[0.7539246595732056, 0.8069836666079833]",2007-10-23
236,"[-0.4120523985110077, 0.0]",2007-10-25
237,[0.9999799095094204],2007-10-27
238,[0.9965919089011003],2007-10-30
239,"[0.42452716580326694, 0.9999215602874756, -0.3679944866907573, 0.0, 0.4611841147017866, 0.0]",2007-11-01
240,[0.0],2007-11-02
241,"[0.0, 0.0, -0.8175863821230166]",2007-11-05
242,"[-0.600574791431427, -0.6377661515208124, 0.0, 0.0]",2007-11-06
243,"[0.0, 0.0, 0.0]",2007-11-07
244,"[0.9905365109443665, 0.0]",2007-11-08
245,"[0.0, 0.0]",2007-11-09
246,"[0.0, 0.0, 0.0]",2007-11-12
247,"[0.0, 0.7325820354817741]",2007-11-13
248,[0.16122521219536634],2007-11-14
249,"[0.8894472107102599, 0.0, 0.9880062937736511]",2007-11-15
250,[0.0],2007-11-16
251,"[0.0, 0.0, -0.6837212796265824, -0.490198199238096, 0.0]",2007-11-19
252,[0.19482847922284838],2007-11-20
253,[0.0],2007-11-23
254,"[0.0, 0.0]",2007-11-26
255,"[0.0, 0.0]",2007-11-27
256,[0.0],2007-11-28
257,"[0.0, 0.0, 0.0, 0.0]",2007-11-29
258,"[0.0, 0.0]",2007-11-30
259,"[0.0, 0.0]",2007-12-04
260,"[0.0, 0.2716336763248994]",2007-12-05
261,"[-0.5304325931729414, 0.0]",2007-12-06
262,"[0.0, 0.0]",2007-12-07
263,[0.0],2007-12-08
264,[0.8310570232874691],2007-12-10
265,[0.0],2007-12-11
266,[0.0],2007-12-12
267,"[0.0, -0.9144583553881258]",2007-12-13
268,"[0.0, 0.0]",2007-12-14
269,"[0.0, 0.0]",2007-12-17
270,[-0.27225606392793616],2007-12-18
271,[0.0],2007-12-20
272,[-0.6769656521542337],2007-12-21
273,[0.0],2007-12-26
274,"[0.0, 0.0]",2007-12-27
275,"[0.0, 0.28046685183595516]",2007-12-28
276,[-0.6902524828910828],2007-12-31
277,[-0.41545877865480757],2008-01-02
278,[0.0],2008-01-03
279,"[0.5075674957285324, 0.9937913052574128]",2008-01-04
280,[0.0],2008-01-07
281,[0.6553760474536127],2008-01-08
282,[0.0],2008-01-11
283,[0.0],2008-01-14
284,[0.0],2008-01-15
285,"[0.0, 0.7527071367665595, 0.0]",2008-01-16
286,[0.9933619499206543],2008-01-17
287,"[0.0, 0.0, 0.9267778396606445]",2008-01-18
288,[-0.6170599392173514],2008-01-19
289,[0.0],2008-01-20
290,[0.9353497300018259],2008-01-21
291,"[0.0, 0.0, 0.0, 0.0]",2008-01-22
292,"[0.7652129633801165, 0.0, 0.0, 0.0]",2008-01-23
293,"[0.0, -0.2950103097670787, 0.0, -0.9191633704249844, 0.0]",2008-01-24
294,"[-0.5377510786056519, 0.0, 0.0]",2008-01-25
295,[0.0],2008-01-29
296,[-0.39193146452576677],2008-01-30
297,"[0.0, 0.8039605623949571, 0.0, 0.0]",2008-01-31
298,"[0.0, -0.45538382227397806]",2008-02-01
299,[0.0],2008-02-04
300,"[0.0, 0.0]",2008-02-05
301,"[0.0, 0.0]",2008-02-06
302,"[0.0, 0.0, 0.0]",2008-02-07
303,"[0.0, 0.0]",2008-02-11
304,[0.0],2008-02-12
305,"[-0.5285452382335104, 0.0, -0.8876780271530151, 0.0]",2008-02-13
306,"[0.0, -0.3062924677123773, 0.0]",2008-02-14
307,[0.8998030827325934],2008-02-15
308,"[-0.8732807040214539, 0.0]",2008-02-18
309,"[0.0, 0.0, -0.3505098229831027]",2008-02-19
310,"[0.0, 0.0, 0.2174738747824293]",2008-02-20
311,[0.0],2008-02-21
312,"[0.0, 0.43729318219398144]",2008-02-22
313,"[-0.7930300831794739, 0.0]",2008-02-25
314,"[0.0, 0.0, 0.0]",2008-02-26
315,"[0.0, 0.0, -0.6827688711077979, -0.20312937860023192, 0.0, 0.07910650093879926]",2008-02-27
316,"[0.0, 0.0, 0.0, 0.0, -0.26922778441355777]",2008-02-28
317,"[-0.14452807141619792, 0.0, 0.9999936013232856, 0.0]",2008-02-29
318,"[0.0, 0.0]",2008-03-03
319,"[0.0, -0.35561375376050486]",2008-03-04
320,"[0.0, 0.0, 0.0, 0.8634356210766737]",2008-03-05
321,"[0.4615228499065746, -0.7896983623504639]",2008-03-06
322,"[0.0, 0.0, 0.0, -0.9997891783714294]",2008-03-07
323,[0.0],2008-03-09
324,[0.0],2008-03-12
325,"[0.0, 0.4039171390640803]",2008-03-14
326,[0.0],2008-03-17
327,[0.0],2008-03-18
328,[-0.7153546214103699],2008-03-19
329,"[-0.785522999820939, 0.0]",2008-03-20
330,[0.0],2008-03-21
331,[0.0],2008-03-24
332,"[0.0, 0.0]",2008-03-25
333,[0.0],2008-03-26
334,[0.0],2008-03-28
335,[0.0],2008-03-31
336,"[0.3049794548974376, 0.0]",2008-04-01
337,"[0.0, 0.0, 0.0]",2008-04-03
338,[0.0],2008-04-07
339,"[0.0, 0.0]",2008-04-08
340,"[0.0, 0.0, 0.0, 0.0]",2008-04-14
341,"[0.0, 0.0]",2008-04-15
342,[0.9113832183553083],2008-04-17
343,"[0.728714463303184, 0.0, 0.0, 0.9999774694442749]",2008-04-18
344,"[0.9955867528915405, 0.0, 0.0, 0.8424888602498669]",2008-04-21
345,[0.39369299655824197],2008-04-22
346,"[0.0, 0.0, 0.0, 0.0]",2008-04-23
347,"[-0.9079066514968872, 0.0, -0.4985625748216671]",2008-04-25
348,[0.9998001456260681],2008-04-26
349,[0.295428040715837],2008-04-27
350,"[0.8238293368901525, 0.0, 0.9931690692901611]",2008-04-28
351,"[0.0, 0.21989523553099308, 0.0, -0.2250434330531529]",2008-04-29
352,"[0.7284629852733743, 0.0, 0.0]",2008-04-30
353,[-0.4599315996353443],2008-05-01
354,[0.0],2008-05-02
355,[0.0],2008-05-05
356,[0.2698523420364064],2008-05-07
357,"[-0.8191395528210795, 0.7586998290519424, 0.0]",2008-05-08
358,[0.0],2008-05-09
359,"[0.0, 0.0]",2008-05-12
360,[0.42276691360803115],2008-05-13
361,[0.0],2008-05-15
362,[-0.7556019210732067],2008-05-20
363,[0.0],2008-05-29
364,[-0.5820379257202148],2008-05-30
365,"[0.0, 0.0, 0.0]",2008-06-04
366,[0.0],2008-06-10
367,[0.0],2008-06-11
368,[0.0],2008-06-27
369,[0.59505295753479],2008-08-06
370,"[0.0, 0.0]",2008-08-13
371,[0.0],2008-08-27
372,[0.0],2008-09-05
373,[0.32976980702934333],2008-09-08
374,[0.0],2008-09-09
375,[0.0],2008-09-10
376,[0.0],2008-09-12
377,[0.9999953668748317],2008-09-25
378,[0.0],2008-09-29
379,[-0.5505734037871313],2008-09-30
380,[0.0],2008-10-01
381,[0.0],2008-10-02
382,[-0.9828483914025128],2008-10-03
383,[0.0],2008-10-08
384,[0.0],2008-10-09
385,[0.0],2008-10-15
386,"[0.0, -0.6408582797417274]",2008-10-21
387,[0.0],2008-10-22
388,[0.0],2008-10-28
389,[0.0],2008-11-05
390,[0.0],2008-11-06
391,"[-0.9364805817604065, -0.43062320371874335]",2008-11-12
392,[0.0],2008-11-17
393,"[0.0, 0.0, 0.0]",2008-11-20
394,[0.0],2008-11-21
395,[0.0],2008-11-25
396,[0.0],2008-11-26
397,[0.0],2008-11-28
398,[0.0],2008-12-01
399,[0.0],2008-12-04
400,[0.0],2008-12-08
401,"[0.0, 0.0]",2008-12-10
402,[0.0],2008-12-12
403,"[0.0, 0.0]",2008-12-15
404,"[0.0, 0.0]",2008-12-23
405,[0.09036142423928502],2008-12-29
406,[0.13609257871690003],2009-01-02
407,"[0.0, -0.27119312897838393]",2009-01-05
408,"[0.0, -0.3446353205447067]",2009-01-06
409,[0.0],2009-01-07
410,"[0.0, 0.0, 0.0]",2009-01-09
411,[0.0],2009-01-10
412,[0.9971004128456116],2009-01-12
413,[0.0],2009-01-14
414,"[0.0, 0.0]",2009-01-17
415,"[0.0, 0.0, 0.0]",2009-01-20
416,[0.0],2009-01-21
417,[0.0],2009-01-22
418,[0.0],2009-01-24
419,"[0.37496495576498146, 0.0]",2009-01-26
420,[0.0],2009-01-30
421,[0.0],2009-02-01
422,[-0.24741672905542517],2009-02-03
423,[0.0],2009-02-06
424,[0.0],2009-02-11
425,[0.0],2009-02-16
426,[0.0],2009-02-17
427,[0.0],2009-02-18
428,[0.0],2009-02-19
429,[0.3639690859620923],2009-02-20
430,"[0.0, 0.0]",2009-02-23
431,[0.0],2009-02-24
432,"[0.4014494967111301, 0.0, 0.0]",2009-02-25
433,"[0.0, 0.0]",2009-02-26
434,[0.0],2009-03-03
435,[0.0],2009-03-04
436,"[-0.22173543750625296, 0.0]",2009-03-11
437,[0.0],2009-03-12
438,"[0.0, 0.0]",2009-03-16
439,"[0.0, -0.9891146074795554]",2009-03-18
440,[0.0],2009-03-19
441,[0.13759612177943323],2009-03-24
442,"[0.284949515176856, -0.765752375125885]",2009-03-25
443,"[0.997994065284729, 0.0, 0.0]",2009-03-30
444,"[0.39586546293839736, 0.0]",2009-03-31
445,[0.0],2009-04-01
446,[0.0],2009-04-07
447,"[0.0, 0.8631920139859794]",2009-04-08
448,[0.0],2009-04-09
449,[0.0],2009-04-14
450,[-0.6302078304868756],2009-04-15
451,"[0.0, 0.3129598829231658, 0.0]",2009-04-16
452,[0.0],2009-04-18
453,"[0.0, 0.0]",2009-04-20
454,"[0.0, 0.0]",2009-04-21
455,"[0.0, 0.0, 0.277813223402689]",2009-04-22
456,"[-0.6022728151745267, 0.0, 0.0]",2009-04-23
457,"[0.0, 0.0]",2009-04-24
458,[0.0],2009-04-25
459,[0.4445666332657521],2009-04-29
460,"[0.0, 0.06532061836215493]",2009-05-04
461,[0.0],2009-05-07
462,[0.1911278061725043],2009-05-08
463,"[0.0, 0.0, 0.0]",2009-05-11
464,[0.0],2009-05-12
465,[0.0],2009-05-13
466,"[0.0, 0.6616169655416894]",2009-05-14
467,[0.0],2009-05-17
468,[-0.23117976834324314],2009-05-18
469,"[-0.14067212641239166, 0.0, 0.0]",2009-05-19
470,[0.0],2009-05-20
471,"[0.0, 0.0]",2009-05-21
472,[0.0],2009-05-25
473,[0.0],2009-05-26
474,"[0.0, 0.0]",2009-05-27
475,[0.0],2009-05-29
476,"[-0.3123215316888599, 0.0, 0.0]",2009-06-01
477,"[0.0, 0.0]",2009-06-02
478,"[0.0, 0.0]",2009-06-04
479,[0.0],2009-06-08
480,"[0.0, 0.7403480852091754]",2009-06-10
481,[0.0],2009-06-12
482,"[0.0, 0.0, 0.0, 0.0]",2009-06-15
483,[0.0],2009-06-16
484,[0.0],2009-06-18
485,"[0.0, 0.0, 0.0]",2009-06-19
486,"[0.1754859360781583, 0.0]",2009-06-24
487,[-0.3077832209187047],2009-06-26
488,"[0.0, 0.45027792244626763]",2009-06-29
489,"[0.0, 0.0]",2009-06-30
490,[0.0],2009-07-08
491,[0.0],2009-07-09
492,"[0.3992002789521637, 0.0]",2009-07-13
493,[0.0],2009-07-15
494,"[0.0, -0.3179680234910809]",2009-07-16
495,[0.0],2009-07-21
496,"[0.0, 0.8508942969574416, 0.0]",2009-07-27
497,[0.0],2009-07-28
498,[0.0],2009-07-29
499,[0.31226725820683837],2009-07-30
500,"[0.0, 0.0]",2009-07-31
501,[0.0],2009-08-03
502,"[0.0, 0.0]",2009-08-04
503,[0.2158896235011568],2009-08-06
504,"[0.0, 0.0, -0.1873553466302743]",2009-08-11
505,[0.0],2009-08-17
506,"[0.0, 0.0]",2009-08-18
507,[0.262363028890304],2009-08-21
508,"[0.0, 0.0]",2009-08-24
509,[0.0],2009-08-26
510,[0.11672683513838748],2009-08-27
511,"[0.0, 0.0]",2009-08-31
512,[0.0],2009-09-01
513,[0.0],2009-09-03
514,"[0.0, 0.0]",2009-09-04
515,[0.0],2009-09-08
516,"[0.0, 0.0, -0.35273725628445984, -0.4050991604520501]",2009-09-09
517,"[0.0, 0.5851342304729429, 0.0]",2009-09-11
518,"[0.0, 0.0, -0.9014411310891848, 0.0]",2009-09-15
519,[0.0],2009-09-16
520,"[0.0, 0.0, 0.0, 0.0, -0.3413418246581491]",2009-09-17
521,[0.0],2009-09-22
522,"[0.0, 0.0, 0.24728844534647332]",2009-09-23
523,[0.615565230111146],2009-09-24
524,[-0.7308874130249023],2009-09-28
525,"[0.0, 0.0]",2009-09-30
526,"[0.0, 0.0]",2009-10-01
527,[-0.3792866909503937],2009-10-02
528,"[0.03670600134664805, 0.0, 0.0]",2009-10-05
529,"[0.0, 0.0, 0.0]",2009-10-07
530,[0.18657371994224495],2009-10-08
531,[0.0],2009-10-11
532,[0.4103859847403931],2009-10-12
533,[0.0],2009-10-13
534,[0.0],2009-10-14
535,"[0.0, 0.0, 0.0, 0.0]",2009-10-15
536,"[0.0, 0.0]",2009-10-19
537,[0.36076154642054997],2009-10-20
538,[0.0],2009-10-28
539,"[0.0, 0.0]",2009-10-29
540,"[0.17657829850327736, 0.20298477581569127]",2009-10-30
541,"[0.29804406180296455, 0.0]",2009-11-02
542,"[0.0, 0.2973660771439715, 0.0, 0.0, -0.8235083222389221]",2009-11-03
543,"[-0.3007401713385536, 0.0, 0.0, 0.41130625556867856]",2009-11-05
544,[0.0],2009-11-06
545,[0.0],2009-11-09
546,[0.0],2009-11-10
547,"[0.0, 0.0]",2009-11-12
548,[0.3239690110495317],2009-11-13
549,"[0.0, 0.35823713124417106]",2009-11-15
550,"[0.0, 0.0]",2009-11-16
551,"[0.999130232828968, 0.0]",2009-11-17
552,"[0.0, 0.30015246149900676]",2009-11-18
553,"[0.6110629069536563, 0.0]",2009-11-19
554,"[0.0, 0.0]",2009-11-20
555,[0.0],2009-11-24
556,"[0.0, 0.0]",2009-11-25
557,"[0.0, 0.0]",2009-11-29
558,"[0.0, 0.3466743228164707, 0.0]",2009-12-01
559,"[0.0, -0.02563045963354003, 0.0, -0.21704868200497748]",2009-12-03
560,"[0.0, 0.3187086445099875, -0.4035557259999617]",2009-12-06
561,"[0.0, 0.0, 0.0]",2009-12-07
562,[0.0],2009-12-08
563,"[0.0, 0.0, 0.0]",2009-12-09
564,"[0.0, 0.0, 0.0, 0.0]",2009-12-10
565,"[0.39439115906389827, 0.0]",2009-12-11
566,"[-0.3778637092265897, 0.0]",2009-12-13
567,"[0.0, 0.0, 0.0]",2009-12-14
568,[0.0],2009-12-15
569,[0.0],2009-12-16
570,"[0.0, 0.0, 0.2708773808849995, 0.0, 0.0, 0.0]",2009-12-17
571,"[0.0, 0.0, 0.0]",2009-12-20
572,"[0.0, 0.0, 0.0, 0.0, 0.0]",2009-12-21
573,[0.0],2009-12-22
574,"[0.0, 0.0]",2009-12-23
575,"[0.0, 0.0]",2009-12-27
576,"[0.0, 0.0]",2009-12-28
577,"[0.0, 0.0]",2009-12-29
578,"[0.0, -0.8489911388209526]",2009-12-30
579,[0.0],2009-12-31
580,"[0.0, 0.0, 0.3977620264327662]",2010-01-03
581,"[0.0, 0.0, 0.0]",2010-01-04
582,"[0.999496340751648, 0.0]",2010-01-05
583,[0.0],2010-01-06
584,"[0.8347774147987366, 0.0, 0.0, 0.0, -0.19201478981227485]",2010-01-07
585,[0.0],2010-01-08
586,"[0.0, 0.0, 0.0]",2010-01-10
587,"[0.0, 0.0, 0.15130741645892462, 0.0, 0.0, 0.18125125232911268, 0.21127269888079853, 0.0]",2010-01-11
588,"[0.0, 0.0]",2010-01-12
589,"[0.32385390639751593, 0.0, 0.0]",2010-01-13
590,"[0.0, 0.5228778878070789, 0.0, 0.0]",2010-01-14
591,[0.0],2010-01-15
592,[0.0],2010-01-17
593,"[0.0, 0.11045651591342429, 0.6628955428824677, 0.0, 0.0]",2010-01-18
594,"[0.6059806820012674, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2010-01-19
595,"[0.0, 0.0, 0.0, 0.0]",2010-01-20
596,"[0.0, 0.0, 0.0, 0.0]",2010-01-21
597,"[-0.30162567377606514, 0.0]",2010-01-22
598,"[0.0, 0.2647965744517988, 0.0, 0.0]",2010-01-24
599,"[0.0, 0.0, 0.0, 0.0, 0.0]",2010-01-25
600,"[0.0, 0.0, 0.0, 0.0]",2010-01-26
